sat ,(   (define-fun G () String     "c")   (define-fun I () String     "cdfA")   (define-fun B () String     "Adcbbfcfcb")   (define-fun F () String     "cdfedbcfgafbc") ) : 13
sat ,(   (define-fun J () String     "")   (define-fun B () String     "fdhi")   (define-fun M () String     "cbah")   (define-fun A () String     "efhahcc") ) : 7
sat ,(   (define-fun G () String     "a")   (define-fun F () String     "A")   (define-fun C () String     "Aaa") ) : 3
sat ,(   (define-fun E () String     "")   (define-fun G () String     "")   (define-fun J () String     "eecggbabgdfdbdcdcgdcegbceg") ) : 26
sat ,(   (define-fun B () String     "bicdj")   (define-fun A () String     "gdcabf") ) : 6
sat ,(   (define-fun I () String     "dd")   (define-fun G () String     "")   (define-fun J () String     "") ) : 2
sat ,(   (define-fun A () String     "cacabababbccbaacccabcaaabccabcbbcbcbbaa")   (define-fun D () String     "c") ) : 39
sat ,(   (define-fun B () String     "")   (define-fun C () String     "")   (define-fun I () String     "ccdbbcbeddebcee") ) : 15
sat ,(   (define-fun B () String     "ebceedebceeeeaebcdbceaacdbcbbd") ) : 30
sat ,(   (define-fun L () String     "\u{80}iffhagghhhbaf")   (define-fun D () String     "hhhhcahiigibhiehdgcgacihfifdh\u{80}")   (define-fun A () String     "h") ) : 36
sat ,(   (define-fun J () String     "bcaaacabbacccbbbbaabccacbbaa")   (define-fun N () String     "c")   (define-fun L () String     "")   (define-fun M () String     "")   (define-fun H () String     "")   (define-fun D () String     "") ) : 28
sat ,(   (define-fun G () String     "")   (define-fun J () String     "dadbcceecbbebbA")   (define-fun I () String     "")   (define-fun C () String     "Aedbbedaaaecdeaabedeabab") ) : 24
sat ,(   (define-fun I () String     "deeaeccgeb")   (define-fun A () String     "c")   (define-fun D () String     "fegebdbagddaadbddcaeeebfabfefabfacdgcgaabg") ) : 42
sat ,(   (define-fun B () String     "")   (define-fun A () String     "a") ) : 1
sat ,(   (define-fun J () String     "b")   (define-fun B () String     "gdfebffacg")   (define-fun I () String     "gcedace")   (define-fun E () String     "fbffgbegacfdbd") ) : 14
sat ,(   (define-fun M () String     "")   (define-fun G () String     "")   (define-fun N () String     "cbaedeecaebedea") ) : 15
sat ,(   (define-fun E () String     "!1!")   (define-fun H () String     "!0!")   (define-fun C () String     "fh!0!cfeb!1!")   (define-fun D () String     "") ) : 12
sat ,(   (define-fun A () String     "hhafcdaeefdbcdaegea")   (define-fun D () String     "bg") ) : 19
sat ,(   (define-fun G () String     "Agiicjegjjbeiidhebbgi")   (define-fun J () String     "bfcgecjfaA")   (define-fun H () String     "") ) : 21
sat ,(   (define-fun F () String     "")   (define-fun A () String     "ebcaeccedbedefbfdgbagebcbfacgadbefcffcgceeedd")   (define-fun B () String     "") ) : 45
sat ,(   (define-fun A () String     "")   (define-fun B () String     "")   (define-fun D () String     "") ) : 0
sat ,(   (define-fun G () String     "ddcaccbccaacaadbccababbacc")   (define-fun C () String     "cadcacdabddadbd") ) : 26
sat ,(   (define-fun G () String     "cfbeddecfcgegddagccbbbeebcdegadcddbcbcfbadeeadafc")   (define-fun B () String     "accfafcdgdefffacfecdfedbagacfgefgea")   (define-fun K () String     "cddcf") ) : 49
sat ,(   (define-fun A () String     "bbbdcfeaeadabfaaeeadddde") ) : 24
sat ,(   (define-fun G () String     "gfibgidfchjgbjhgafiagegfcije")   (define-fun J () String     "")   (define-fun E () String     "")   (define-fun H () String     "i") ) : 28
sat ,(   (define-fun F () String     "b")   (define-fun E () String     "bababcaaddbdabacadabbabaaabdabcda") ) : 33
sat ,(   (define-fun D () String     "")   (define-fun E () String     "bddcaddgfgadacdgfgbdbccffcecbaefcfegebadbfagecfbdbfa") ) : 52
sat ,(   (define-fun C () String     "dgbgcbi")   (define-fun A () String     "cbicchihaddbfficdbdhdbibifceaceifbifadcfeacdfhefh") ) : 49
sat ,(   (define-fun B () String     "chbfad")   (define-fun C () String     "abgdecd")   (define-fun E () String     "") ) : 7
sat ,(   (define-fun F () String     "")   (define-fun H () String     "baeaabbecabcb")   (define-fun I () String     "") ) : 13
sat ,(   (define-fun G () String     "")   (define-fun E () String     "") ) : 0
sat ,(   (define-fun M () String     "")   (define-fun E () String     "") ) : 0
sat ,(   (define-fun A () String     "")   (define-fun E () String     "")   (define-fun D () String     "beecfabcfbcbefcceeaadbadcfacd")   (define-fun G () String     "") ) : 29
sat ,(   (define-fun A () String     "feeb") ) : 4
sat ,(   (define-fun B () String     "bgieagfdcahedjjjdcjgfaihdfcbgffbafedhbebghehgfehibbjdejbdafiidcbbecB")   (define-fun C () String     "iahceaggigheiebjecf")   (define-fun D () String     "Bjgfaihdfcbgff") ) : 68
sat ,(   (define-fun O () String     "bbdbcdddbbdbdabacc")   (define-fun E () String     "cabbcaccdaddbbac")   (define-fun N () String     "") ) : 18
sat ,(   (define-fun L () String     "adST\u{9a}\u{98}\u{a3}\u{a1}\u{a2}\u{9b}\u{9e}\u{9f}\u{99}\u{a4}\u{a0}\u{9c}\u{9d}diecfaiifeeafffgafbhgdccdhfffdeffiebhieiefhVWX")   (define-fun E () String     "\u{af}\u{b0}\u{b1}\u{b2}\u{b3}\u{b4}hhbehehbbgeghiggcdfbgadbgcdfcfdhhcfhfdcfcifefhggifh")   (define-fun K () String     "ST\u{9a}\u{98}\u{a3}\u{a1}\u{a2}\u{9b}\u{9e}\u{9f}\u{99}\u{a4}\u{a0}\u{9c}\u{9d}")   (define-fun H () String     "VWXecfaiifeeafffgafbh\u{af}\u{b0}\u{b1}\u{b2}\u{b3}\u{b4}") ) : 128
sat ,(   (define-fun E () String     "")   (define-fun G () String     "ebdccdebcdcecbeceeccebdddecbeebbbbdbaebdcbbcdecbdaeeacbbcadcceedbeddcacd") ) : 72
sat ,(   (define-fun J () String     "e")   (define-fun O () String     "ebf")   (define-fun M () String     "cjacijhh")   (define-fun E () String     "jafi")   (define-fun D () String     "j")   (define-fun H () String     "aha") ) : 8
sat ,(   (define-fun I () String     "aaieig")   (define-fun E () String     "") ) : 6
sat ,(   (define-fun B () String     "hf")   (define-fun C () String     "")   (define-fun D () String     "fdaebdaebcdheefccbbadiihhi")   (define-fun G () String     "") ) : 26
sat ,(   (define-fun J () String     "dbggbfea")   (define-fun M () String     "gdfggaffadc") ) : 11
sat ,(   (define-fun J () String     "ffbbdebbcbcbcacedebab")   (define-fun G () String     "ABbdgbfaedcfecdb")   (define-fun A () String     "cgecbAB") ) : 21
sat ,(   (define-fun A () String     "")   (define-fun B () String     "jaediebbjgja") ) : 12
sat ,(   (define-fun F () String     "")   (define-fun E () String     "a")   (define-fun D () String     "aaaaaa") ) : 6
sat ,(   (define-fun G () String     "")   (define-fun I () String     "aaaaaa")   (define-fun F () String     "aaaaaa")   (define-fun E () String     "aaaaaaaaaaaaaaa") ) : 15
sat ,(   (define-fun C () String     "ddcbdffbedffcfd")   (define-fun B () String     "") ) : 15
sat ,(   (define-fun B () String     "haidgbajjigfjbaffeidgji")   (define-fun F () String     "gigcbaicejjchhihghgdbgihegecaid")   (define-fun E () String     "") ) : 31
